SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE,price_per_sq_ft
Past Sale,Single Family Residential,2446 46th Ave,San Francisco,CA,94116,895000,4,3,Outer Parkside,1998,3000,1947,1,Garage,,Sold,,,,,895000,2016-03-18,1350000,http://www.redfin.com/CA/San-Francisco/2446-46th-Ave-94116/home/1701629,San Francisco Association of Realtors (SFARMLS),442458,Barbagelata Real Estate,N,Y,37.740888,-122.50423,false,676
Past Sale,Single Family Residential,3658 Folsom St,San Francisco,CA,94110,1295000,2,2,Bernal Heights,,1750,1900,2,Garage,,Sold,,,,,1295000,2016-02-17,1530000,http://www.redfin.com/CA/San-Francisco/3658-Folsom-St-94110/home/1362483,San Francisco Association of Realtors (SFARMLS),441269,"Alain Pinel, REALTORS",N,Y,37.7407986,-122.41346,false,
Past Sale,Single Family Residential,56 Harper St,San Francisco,CA,94131,1595000,2,2,Glen Park,1604,1999,1914,1,Garage,,Sold,,,,,1595000,2016-05-27,1675000,http://www.redfin.com/CA/San-Francisco/56-Harper-St-94131/home/1133796,San Francisco Association of Realtors (SFARMLS),444378,Coldwell Banker,N,Y,37.740855,-122.430108,false,1044
Past Sale,Single Family Residential,491 Ulloa St,San Francisco,CA,94127,1095000,2,1,Forest Hill Extension,1352,2650,1920,2,Garage,,Sold,,,,,1095000,2016-06-10,1200000,http://www.redfin.com/CA/San-Francisco/491-Ulloa-St-94127/home/685812,San Francisco Association of Realtors (SFARMLS),444940,Sequoia Real Estate,N,Y,37.7407993,-122.4593351,false,888
Past Sale,Single Family Residential,275 Claremont Blvd,San Francisco,CA,94127,1595000,4,2,West Portal,2569,2739,1922,2,,,Sold,,,,,1595000,2016-07-07,1650000,http://www.redfin.com/CA/San-Francisco/275-Claremont-Blvd-94127/home/1911366,San Francisco Association of Realtors (SFARMLS),445860,Zephyr Real Estate,N,Y,37.740879,-122.46456,false,642
Past Sale,Single Family Residential,132 Brewster St,San Francisco,CA,94110,1595000,4,2.5,Bernal Heights,1932,1750,1986,2,Garage,,Sold,,,,,1595000,2016-03-11,1750000,http://www.redfin.com/CA/San-Francisco/132-Brewster-St-94110/home/1167068,San Francisco Association of Realtors (SFARMLS),441342,Coldwell Banker Res. R.E. Svc.,N,Y,37.7445619,-122.4072443,false,906
Past Sale,Single Family Residential,25 Elsie St,San Francisco,CA,94110,1700000,3,2.5,Bernal Heights,2361,,1988,3,Garage,,Sold,,,,2016-03-07,2399000,2016-04-29,1870000,http://www.redfin.com/CA/San-Francisco/25-Elsie-St-94110/home/1423154,San Francisco Association of Realtors (SFARMLS),437747,"Alain Pinel, REALTORS",N,Y,37.7445418,-122.4163546,false,792
Past Sale,Single Family Residential,1607 Diamond St,San Francisco,CA,94131,1349000,2,1,Noe Valley,,,1910,1,,,Sold,,,,,1349000,2016-06-17,1600000,http://www.redfin.com/CA/San-Francisco/1607-Diamond-St-94131/home/1688521,San Francisco Association of Realtors (SFARMLS),445257,McGuire Real Estate,N,Y,37.744591,-122.435344,false,
Past Sale,Single Family Residential,2371 25th Ave,San Francisco,CA,94116,,,3,94116,1880,,1954,,,,,,,,,,2016-03-23,1000000,http://www.redfin.com/CA/San-Francisco/2371-25th-Ave-94116/home/1873099,,,,N,Y,37.743308,-122.482488,,532
Past Sale,Single Family Residential,2 Rockwood Ct,San Francisco,CA,94127,,,1,94127,1268,,1940,,,,,,,,,,2016-05-11,1175000,http://www.redfin.com/CA/San-Francisco/2-Rockwood-Ct-94127/home/1351682,,,,N,Y,37.7432766,-122.4571581,,927
Past Sale,Single Family Residential,1634 Dolores St,San Francisco,CA,94110,2195000,3,2,Noe Valley,,2848,1941,2,Garage,,Sold,,,,,2195000,2016-07-06,2600000,http://www.redfin.com/CA/San-Francisco/1634-Dolores-St-94110/home/1956525,San Francisco Association of Realtors (SFARMLS),446460,Paragon Real Estate Group,N,Y,37.74324,-122.424737,false,
Past Sale,Single Family Residential,647 Duncan St,San Francisco,CA,94131,,2,2,94131,1439,,1938,,,,,,,,,,2015-11-13,873529,http://www.redfin.com/CA/San-Francisco/647-Duncan-St-94131/home/1923211,,,,N,Y,37.745402,-122.434331,,607
Past Sale,Single Family Residential,2287 16th Ave,San Francisco,CA,94116,1388000,4,2,Inner Parkside,2230,2916,1926,2,Garage,,Sold,,,,,1388000,2015-11-05,1250000,http://www.redfin.com/CA/San-Francisco/2287-16th-Ave-94116/home/1386450,San Francisco Association of Realtors (SFARMLS),438464,Coldwell Banker Res. R.E. Svcs,N,Y,37.7453239,-122.473123,false,561
Past Sale,Condo/Coop,970 Duncan St Unit 202F,San Francisco,CA,94131,599000,1,1,Diamond Heights,744,,1972,1,,,Sold,,,,2016-06-06,639000,2016-06-24,600000,http://www.redfin.com/CA/San-Francisco/970-Duncan-St-94131/unit-202F/home/1067093,San Francisco Association of Realtors (SFARMLS),444129,Paragon Real Estate Group,N,Y,37.745384,-122.442035,false,806
Past Sale,Single Family Residential,320 Woodside Ave,San Francisco,CA,94127,1288000,3,2,Forest Hill Extension,1075,6185,1952,1,Garage,,Sold,,,,2015-12-08,1500000,2016-07-01,1150000,http://www.redfin.com/CA/San-Francisco/320-Woodside-Ave-94127/home/1395298,San Francisco Association of Realtors (SFARMLS),439800,Asia Pacific Groups,N,Y,37.745406,-122.4534,false,1070
Past Sale,Multi-Family (2-4 Unit),1785 Alabama St,San Francisco,CA,94110,,,2,94110,2244,,1909,,,,,,,,,,2016-05-09,411500,http://www.redfin.com/CA/San-Francisco/1785-Alabama-St-94110/home/2024976,,,,N,Y,37.744457,-122.410101,,183
Past Sale,Single Family Residential,13 Costa St,San Francisco,CA,94110,899000,2,1,Bernal Heights,750,1750,1908,1,Garage,,Sold,,,,,899000,2016-05-12,985000,http://www.redfin.com/CA/San-Francisco/13-Costa-St-94110/home/1784663,San Francisco Association of Realtors (SFARMLS),443140,Coldwell Banker Previews Int'l,N,Y,37.7445128,-122.4062686,false,1313
Past Sale,Single Family Residential,639 28th St,San Francisco,CA,94131,1675000,2,2,Noe Valley,1845,2848,1949,2,Garage,,Sold,,,,,1675000,2016-05-20,1750000,http://www.redfin.com/CA/San-Francisco/639-28th-St-94131/home/1891445,San Francisco Association of Realtors (SFARMLS),443652,Sotheby's International Realty,N,Y,37.744465,-122.436553,false,949
Past Sale,Single Family Residential,2339 12th Ave,San Francisco,CA,94116,1599000,4,1.25,Forest Hill,1850,3000,1937,3,Garage,,Sold,,,,,1599000,2016-05-25,1600000,http://www.redfin.com/CA/San-Francisco/2339-12th-Ave-94116/home/1033696,San Francisco Association of Realtors (SFARMLS),441491,McGuire Real Estate,N,Y,37.744481,-122.468496,false,865
Past Sale,Single Family Residential,326 Holladay Ave,San Francisco,CA,94110,699000,1,1,Bernal Heights,700,1750,1908,1,Garage,,Sold,,,,2016-05-25,799000,2016-06-30,685000,http://www.redfin.com/CA/San-Francisco/326-Holladay-Ave-94110/home/1922721,San Francisco Association of Realtors (SFARMLS),444239,Coldwell Banker Res. R.E. Svcs,N,Y,37.7445074,-122.4060054,false,979
Past Sale,Single Family Residential,116 Eugenia St,San Francisco,CA,94110,899000,2,1,Bernal Heights,1075,1751,1900,0,,,Sold,,,,,899000,2015-11-24,975000,http://www.redfin.com/CA/San-Francisco/116-Eugenia-Ave-94110/home/984733,San Francisco Association of Realtors (SFARMLS),438642,Zephyr Real Estate,N,Y,37.7414499,-122.4206127,false,907
Past Sale,Multi-Family (2-4 Unit),1759-1761 Dolores St,San Francisco,CA,94110,1395000,,,Glen Park,,1263,1910,1,Garage,,Sold,,,,,1395000,2015-11-12,1650000,http://www.redfin.com/CA/San-Francisco/1759-Dolores-St-94110/home/1363466,San Francisco Association of Realtors (SFARMLS),438688,Coldwell Banker,N,Y,37.7414908,-122.4238669,false,
Past Sale,Single Family Residential,100 Gates St,San Francisco,CA,94110,900000,3,1,Bernal Heights,,1750,1950,1,,,Sold,,,,,900000,2016-04-14,1175000,http://www.redfin.com/CA/San-Francisco/100-Gates-St-94110/home/1775093,San Francisco Association of Realtors (SFARMLS),443297,Maxim Properties,N,Y,37.7414438,-122.4140013,false,
Past Sale,Single Family Residential,270 Prospect Ave,San Francisco,CA,94110,1050000,2,1.5,Bernal Heights,1025,1629,1907,1,,,Sold,,,,,1050000,2016-05-17,1487000,http://www.redfin.com/CA/San-Francisco/270-Prospect-Ave-94110/home/1896350,San Francisco Association of Realtors (SFARMLS),442957,Coldwell Banker,N,Y,37.7415526,-122.42026,false,1451
Past Sale,Single Family Residential,4391 26th St,San Francisco,CA,94131,2100000,3,2,Noe Valley,1932,1912,1937,1,Garage,,Sold,,,,,1995000,2016-07-01,1940000,http://www.redfin.com/CA/San-Francisco/4391-26th-St-94131/home/976013,San Francisco Association of Realtors (SFARMLS),445634,Pacific Union International Inc.,N,Y,37.747655,-122.437897,false,1004
Past Sale,Condo/Coop,244 Precita Ave,San Francisco,CA,94110,659000,1,1,Bernal Heights,625,,1908,1,,,Sold,,,,,659000,2015-11-24,785000,http://www.redfin.com/CA/San-Francisco/244-Precita-Ave-94110/home/101676117,San Francisco Association of Realtors (SFARMLS),438930,Vanguard Properties,N,Y,37.7473371,-122.4148696,false,1256
Past Sale,Single Family Residential,570 Precita Ave,San Francisco,CA,94110,995000,4,2,Bernal Heights,,2000,1902,2,Garage,,Sold,,,,2015-10-29,1195000,2015-11-20,1195000,http://www.redfin.com/CA/San-Francisco/570-Precita-Ave-94110/home/98797771,San Francisco Association of Realtors (SFARMLS),437334,Vanguard Properties,N,Y,37.747358,-122.409526,false,
Past Sale,Single Family Residential,4280 Cesar Chavez,San Francisco,CA,94131,2795000,3,4.5,Noe Valley,2755,2646,,2,,,Sold,,,,2015-10-16,2995000,2015-11-06,2750000,http://www.redfin.com/CA/San-Francisco/4280-Cesar-Chavez-St-94131/home/1721038,San Francisco Association of Realtors (SFARMLS),437722,Zephyr Real Estate,N,Y,37.7473972,-122.4355602,false,998
Past Sale,Single Family Residential,2127 34th Ave,San Francisco,CA,94116,,2,1,94116,1175,,1940,,,,,,,,,,2016-02-25,750000,http://www.redfin.com/CA/San-Francisco/2127-34th-Ave-94116/home/1916562,,,,N,Y,37.747368,-122.492447,,638
Past Sale,Single Family Residential,160 27th St,San Francisco,CA,94110,3950000,4,3.5,Noe Valley,3500,2850,1900,3,Garage,,Sold,,,,2016-02-10,4175000,2016-03-25,3900000,http://www.redfin.com/CA/San-Francisco/160-27th-St-94110/home/1793188,San Francisco Association of Realtors (SFARMLS),440772,Sotheby's International Realty,N,Y,37.747333,-122.423833,false,1114
Past Sale,Single Family Residential,2131 33rd Ave,San Francisco,CA,94116,1019000,2,1,Parkside,1231,2996,1945,1,Garage,,Sold,,,,,1019000,2016-04-18,1019000,http://www.redfin.com/CA/San-Francisco/2131-33rd-Ave-94116/home/652285,San Francisco Association of Realtors (SFARMLS),441110,"West & Praszker, REALTORS®",N,Y,37.747347,-122.491367,false,828
Past Sale,Single Family Residential,4326 Cesar Chavez St,San Francisco,CA,94131,4995000,5,5,Noe Valley,4200,,2015,1,Garage,,Sold,,,,2016-03-21,5495000,2016-04-29,4500000,http://www.redfin.com/CA/San-Francisco/4326-Cesar-Chavez-St-94131/home/805151,San Francisco Association of Realtors (SFARMLS),442011,Pacific Union International Inc.,N,Y,37.747361,-122.436672,false,1071
Past Sale,Single Family Residential,2182 14th Ave,San Francisco,CA,94116,1875000,4,3.5,Golden Gate Heights,2622,2060,1926,1,Garage,,Sold,,,,,1875000,2016-06-30,2000000,http://www.redfin.com/CA/San-Francisco/2182-14th-Ave-94116/home/653349,San Francisco Association of Realtors (SFARMLS),444778,Coldwell Banker Res. R.E. Svcs,N,Y,37.747382,-122.470253,false,763
Past Sale,Single Family Residential,73 Carver St,San Francisco,CA,94110,1388000,3,2,Bernal Heights,1325,,1951,1,Garage,,Sold,,,,,1388000,2015-11-30,1525000,http://www.redfin.com/CA/San-Francisco/73-Carver-St-94110/home/1981317,San Francisco Association of Realtors (SFARMLS),438684,McGuire Real Estate,N,Y,37.742053,-122.409855,false,1151
Past Sale,Single Family Residential,150 Granville Way,San Francisco,CA,94127,1498000,3,2.5,West Portal,1696,3345,1926,1,Garage,,Sold,,,,,1498000,2016-04-04,1530000,http://www.redfin.com/CA/San-Francisco/150-Granville-Way-94127/home/1291696,San Francisco Association of Realtors (SFARMLS),442200,Barbagelata Real Estate,N,Y,37.741993,-122.46139,false,902
Past Sale,Single Family Residential,2459 17th Ave,San Francisco,CA,94116,,4,2,94116,1806,,1926,,,,,,,,,,2016-02-03,360000,http://www.redfin.com/CA/San-Francisco/2459-17th-Ave-94116/home/943998,,,,N,Y,37.742025,-122.473804,,199
Past Sale,Single Family Residential,2451 19TH Ave,SAN FRANCISCO,CA,94116,2280000,5,5,SAN FRANCISCO,3001,3901,2015,4,Garage,,Sold,,,,,2280000,2016-04-12,1698000,http://www.redfin.com/CA/San-Francisco/2451-19th-Ave-94116/home/69054910,MLSListings Inc. (MLSLI),ML81548134,Realty World-SVI Group,N,Y,37.7419953,-122.4756776,false,566
Past Sale,Multi-Family (2-4 Unit),3620 Taraval St,San Francisco,CA,94116,1150000,,,Outer Parkside,1853,2495,1957,4,Garage,,Sold,,,,,1150000,2016-05-23,1135000,http://www.redfin.com/CA/San-Francisco/3620-Taraval-St-94116/unit-2/home/1894895,San Francisco Association of Realtors (SFARMLS),444193,Coldwell Banker Res. R.E. Svcs,N,Y,37.7420029,-122.505088,false,613
Past Sale,Condo/Coop,125 30th St,San Francisco,CA,94110,899000,2,1,Noe Valley,1338,,1910,1,,,Sold,,,,,899000,2016-07-01,1150000,http://www.redfin.com/CA/San-Francisco/125-30th-St-94110/home/1829471,San Francisco Association of Realtors (SFARMLS),445027,Zephyr Real Estate,N,Y,37.742055,-122.423769,false,859
Past Sale,Single Family Residential,3660 Folsom,San Francisco,CA,94114,1650000,3,2.5,Bernal Heights,,,,1,Garage,,Sold,,,,,1650000,2015-12-01,1950000,http://www.redfin.com/CA/San-Francisco/3660-Folsom-St-94110/home/1695870,San Francisco Association of Realtors (SFARMLS),439485,Zephyr Real Estate,N,Y,37.7407285,-122.4134638,false,
Past Sale,Single Family Residential,1858 Church St,San Francisco,CA,94131,948000,2,1,Glen Park,1125,3123,1900,1,Garage,,Sold,,,,,948000,2016-07-01,1380000,http://www.redfin.com/CA/San-Francisco/1858-Church-St-94131/home/1480956,San Francisco Association of Realtors (SFARMLS),446618,Coldwell Banker Res. R.E. Svcs,N,Y,37.740706,-122.427017,false,1227
Past Sale,Single Family Residential,301 Edgehill Way,San Francisco,CA,94127,998000,2,1,Forest Hill Extension,1320,5937,1960,1,,,Sold,,,,,998000,2016-07-01,1130000,http://www.redfin.com/CA/San-Francisco/301-Edgehill-Way-94127/home/1916906,San Francisco Association of Realtors (SFARMLS),444407,Barbagelata Real Estate,N,Y,37.742196,-122.459095,false,856
Past Sale,Single Family Residential,365 Magellan Ave,San Francisco,CA,94116,2520000,5,3.5,Forest Hill,3094,3750,1926,2,Garage,,Sold,,,,,2520000,2015-12-01,2350000,http://www.redfin.com/CA/San-Francisco/365-Magellan-Ave-94116/home/1183538,San Francisco Association of Realtors (SFARMLS),437842,BHG Mason-McDuffie Real Estate,N,Y,37.744952,-122.46311,false,760
Past Sale,Single Family Residential,2283 24th Ave,San Francisco,CA,94116,1449000,5,4,Parkside,2415,2374,1931,1,Garage,,Sold,,,,,1449000,2015-12-24,1625000,http://www.redfin.com/CA/San-Francisco/2283-24th-Ave-94116/home/1500981,San Francisco Association of Realtors (SFARMLS),439676,Pacific Union International Inc.,N,Y,37.745018,-122.48149,false,673
Past Sale,Single Family Residential,50 Valley St,San Francisco,CA,94110,1695000,3,2,Noe Valley,,2922,1939,2,Garage,,Sold,,,,,1695000,2016-02-26,1900000,http://www.redfin.com/CA/San-Francisco/50-Valley-St-94110/home/1567076,San Francisco Association of Realtors (SFARMLS),441609,Coldwell Banker,N,Y,37.744948,-122.423372,false,
Past Sale,Single Family Residential,1 Garcia Ave,San Francisco,CA,94127,1625000,2,3.5,Forest Hill Extension,1920,4591,1935,1,Garage,,Sold,,,,,1625000,2016-05-31,1640000,http://www.redfin.com/CA/San-Francisco/1-Garcia-Ave-94127/home/1280796,San Francisco Association of Realtors (SFARMLS),444018,Sotheby's International Realty,N,Y,37.744987,-122.458963,false,854
Past Sale,Single Family Residential,1712 Noe St,San Francisco,CA,94131,1795000,2,2,Glen Park,,2100,1906,1,,,Sold,,,,,1795000,2016-06-17,1950000,http://www.redfin.com/CA/San-Francisco/1712-Noe-St-94131/home/1440408,San Francisco Association of Realtors (SFARMLS),444325,"Alain Pinel, REALTORS",N,Y,37.7413496,-122.4310146,false,
Past Sale,Single Family Residential,260 Gold Mine Dr,San Francisco,CA,94131,1395000,4,3,Diamond Heights,2597,5288,1968,2,Garage,,Sold,,,,,1395000,2016-06-30,1630000,http://www.redfin.com/CA/San-Francisco/260-Gold-Mine-Dr-94131/home/1991011,San Francisco Association of Realtors (SFARMLS),445407,Zephyr Real Estate,N,Y,37.741374,-122.438948,false,628
Past Sale,Single Family Residential,304 Gold Mine Dr,SAN FRANCISCO,CA,94131,1698888,5,3,SAN FRANCISCO,2504,3197,1968,2,Garage,,Sold,,,,2015-10-07,1799888,2016-01-04,1650880,http://www.redfin.com/CA/San-Francisco/304-Gold-Mine-Dr-94131/home/1354982,MLSListings Inc. (MLSLI),ML81514048,KW Peninsula Estates,N,Y,37.740484,-122.438964,false,659
Past Sale,Single Family Residential,3663 Folsom St,San Francisco,CA,94110,1950000,3,3.5,Bernal Heights,,1750,1909,2,Garage,,Sold,,,,,1950000,2015-11-06,2070000,http://www.redfin.com/CA/San-Francisco/3663-Folsom-St-94110/home/1784745,San Francisco Association of Realtors (SFARMLS),436760,Vanguard Properties,N,Y,37.7405005,-122.4131028,false,
Past Sale,Single Family Residential,229 Elsie St,San Francisco,CA,94110,779000,2,1,Bernal Heights,1030,1794,1900,1,,,Sold,,,,,779000,2016-06-02,950000,http://www.redfin.com/CA/San-Francisco/229-Elsie-St-94110/home/1282392,San Francisco Association of Realtors (SFARMLS),444072,Vanguard Properties,N,Y,37.7404215,-122.4190943,false,922
Past Sale,Single Family Residential,2501 30th Ave,San Francisco,CA,94116,1149000,3,1.5,Parkside,1800,1575,1941,2,Garage,,Sold,,,,,1149000,2016-06-30,1315000,http://www.redfin.com/CA/San-Francisco/2501-30th-Ave-94116/home/1620716,San Francisco Association of Realtors (SFARMLS),446069,Redfin,N,Y,37.740513,-122.487566,false,731
Past Sale,Single Family Residential,179 Topaz Way,San Francisco,CA,94131,2375000,4,4.5,Diamond Heights,3692,,,2,Garage,,Sold,,,,,2375000,2015-11-23,2375000,http://www.redfin.com/CA/San-Francisco/179-Topaz-Way-94131/home/2037987,San Francisco Association of Realtors (SFARMLS),437721,Vanguard Properties,N,Y,37.74008,-122.437123,false,643
Past Sale,Single Family Residential,2563 16th Ave,San Francisco,CA,94116,1199000,3,1.5,Inner Parkside,1625,3000,1927,1,Garage,,Sold,,,,,1199000,2015-12-31,1505000,http://www.redfin.com/CA/San-Francisco/2563-16th-Ave-94116/home/1975716,San Francisco Association of Realtors (SFARMLS),439978,Berkshire Hathaway-Franciscan,N,Y,37.740144,-122.472598,false,926
Past Sale,Single Family Residential,2494 46th Ave,San Francisco,CA,94116,699000,3,2,Outer Parkside,,,1941,1,Garage,,Sold,,,,,699000,2016-02-17,912000,http://www.redfin.com/CA/San-Francisco/2494-46th-Ave-94116/home/1916691,San Francisco Association of Realtors (SFARMLS),440998,Pacific Union International Inc.,N,Y,37.740061,-122.504258,false,
Past Sale,Single Family Residential,1316 Portola Dr,San Francisco,CA,94127,,,2,94127,1650,,1925,,,,,,,,,,2016-02-09,390000,http://www.redfin.com/CA/San-Francisco/1316-Portola-Dr-94127/home/1970406,,,,N,Y,37.740218,-122.464032,,236
Past Sale,Single Family Residential,2510 35th Ave,San Francisco,CA,94116,1095000,2,1,Parkside,1530,2374,1931,2,Garage,,Sold,,,,,1095000,2016-04-01,1080000,http://www.redfin.com/CA/San-Francisco/2510-35th-Ave-94116/home/904818,San Francisco Association of Realtors (SFARMLS),439374,Paul Neal Real Estate,N,Y,37.740165,-122.492402,false,706
Past Sale,Single Family Residential,98 Cortland Ave,San Francisco,CA,94110,1495000,4,2.5,Bernal Heights,1727,2500,1909,2,Garage,,Sold,,,,,1495000,2016-05-03,1900000,http://www.redfin.com/CA/San-Francisco/98-Cortland-Ave-94110/home/760367,San Francisco Association of Realtors (SFARMLS),443324,Zephyr Real Estate,N,Y,37.7401219,-122.4210834,false,1100
Past Sale,Single Family Residential,63 Santa Marina St,San Francisco,CA,94110,1300000,3,2,Bernal Heights,1622,,,0,,,Sold,,,,2016-04-07,1399000,2016-05-10,1265000,http://www.redfin.com/CA/San-Francisco/63-Santa-Marina-St-94110/home/2005311,San Francisco Association of Realtors (SFARMLS),441683,Vanguard Properties,N,Y,37.7402208,-122.4217014,false,780
Past Sale,Condo/Coop,95 Red Rock Way Unit M303,San Francisco,CA,94131,550000,0,1,Diamond Heights,592,,1972,1,,,Sold,,,,,550000,2016-01-08,530000,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-M303/home/101779322,San Francisco Association of Realtors (SFARMLS),439569,Hill & Co.,N,Y,37.746324,-122.441517,false,895
Past Sale,Condo/Coop,567 27th St #3,San Francisco,CA,94131,1425000,3,2,Noe Valley,1600,,1989,1,,,Sold,,,,,1425000,2015-12-23,1400000,http://www.redfin.com/CA/San-Francisco/567-27th-St-94131/unit-3/home/1829398,San Francisco Association of Realtors (SFARMLS),438212,Zephyr Real Estate,N,Y,37.746335,-122.4327616,false,875
Past Sale,Condo/Coop,95 Red Rock Way Unit 202M,San Francisco,CA,94131,599000,1,1,Diamond Heights,830,,1972,1,,,Sold,,,,,599000,2015-12-30,669538,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-202M/home/841346,San Francisco Association of Realtors (SFARMLS),439706,Coldwell Banker Previews Int'l,N,Y,37.746324,-122.441517,false,807
Past Sale,Condo/Coop,95 Red Rock Way Apt 303M,San Francisco,CA,94131,,0,1,94131,592,,1972,,,,,,,,,,2016-01-08,530000,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-303M/home/948859,,,,N,Y,37.746324,-122.441517,,895
Past Sale,Single Family Residential,1115 Rivera St,San Francisco,CA,94116,995000,4,2,Parkside,1966,3000,1916,1,Garage,,Sold,,,,,995000,2016-02-29,1380000,http://www.redfin.com/CA/San-Francisco/1115-Rivera-St-94116/home/1996675,San Francisco Association of Realtors (SFARMLS),441489,Barbagelata Real Estate,N,Y,37.746421,-122.47846,false,702
Past Sale,Condo/Coop,95 Red Rock Way Apt 102M,San Francisco,CA,94131,,1,1,94131,830,,1972,,,,,,,,,,2016-05-11,650000,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-102M/home/841326,,,,N,Y,37.746324,-122.441517,,783
Past Sale,Single Family Residential,450 Teresita Blvd,San Francisco,CA,94127,1100000,2,1,Miraloma Park,1464,3933,1939,2,Garage,,Sold,,,,,1100000,2015-12-04,1090000,http://www.redfin.com/CA/San-Francisco/450-Teresita-Blvd-94127/home/1308544,San Francisco Association of Realtors (SFARMLS),437286,Coldwell Banker Res. R.E. Svcs,N,Y,37.739963,-122.448495,false,745
Past Sale,Multi-Family (2-4 Unit),126 Randall St,San Francisco,CA,94131,,5,4,94131,2430,,1986,,,,,,,,,,2015-12-15,1100000,http://www.redfin.com/CA/San-Francisco/126-Randall-St-94131/home/1966773,,,,N,Y,37.7399453,-122.4262073,,453
Past Sale,Single Family Residential,222 Anderson St,San Francisco,CA,94110,1050000,2,1,Bernal Heights,1280,1750,1906,0,,,Sold,,,,,1050000,2015-11-24,1305000,http://www.redfin.com/CA/San-Francisco/222-Anderson-St-94110/home/1606102,San Francisco Association of Realtors (SFARMLS),438916,"Alain Pinel, REALTORS",N,Y,37.7400239,-122.4153823,false,1020
Past Sale,Single Family Residential,86 Whitney St,San Francisco,CA,94131,1995000,3,2,Glen Park,,,1906,1,Garage,,Sold,,,,,1995000,2016-03-03,2135000,http://www.redfin.com/CA/San-Francisco/86-Whitney-St-94131/home/1354414,San Francisco Association of Realtors (SFARMLS),441536,Coldwell Banker,N,Y,37.7400308,-122.4278978,false,
Past Sale,Single Family Residential,1915 Diamond St,San Francisco,CA,94131,1875000,4,3,Noe Valley,2400,4316,1910,2,Garage,,Sold,,,,,1875000,2015-12-30,1800000,http://www.redfin.com/CA/San-Francisco/1915-Diamond-St-94131/home/1816388,San Francisco Association of Realtors (SFARMLS),438840,Coldwell Banker,N,Y,37.742143,-122.435111,false,750
Past Sale,Multi-Family (5+ Unit),217-221 Virginia St,San Francisco,CA,94111,2699000,,,Bernal Heights,3924,4800,1900,3,Garage,,Sold,,,,2016-02-13,2800000,2016-04-06,2650000,http://www.redfin.com/CA/San-Francisco/221-Virginia-Ave-94110/home/102021054,San Francisco Association of Realtors (SFARMLS),438090,Colliers International,N,Y,37.7421429,-122.4189758,false,675
Past Sale,Condo/Coop,214 Prospect Ave,San Francisco,CA,94110,1495000,2,2,Bernal Heights,1863,,,0,,,Sold,,,,,1495000,2016-03-31,1600000,http://www.redfin.com/CA/San-Francisco/214-Prospect-Ave-94110/home/40142905,San Francisco Association of Realtors (SFARMLS),442307,Vanguard Properties,N,Y,37.7421167,-122.4198842,false,859
Past Sale,Single Family Residential,58 Ellsworth St,San Francisco,CA,94110,899000,2,1,Bernal Heights,780,1750,1910,1,Garage,,Sold,,,,,899000,2016-04-08,1200000,http://www.redfin.com/CA/San-Francisco/58-Ellsworth-St-94110/home/1396974,San Francisco Association of Realtors (SFARMLS),442212,Vanguard Properties,N,Y,37.7421548,-122.4145712,false,1538
Past Sale,Single Family Residential,2443 22nd Ave,San Francisco,CA,94116,998000,3,1,Parkside,1485,2996,1928,2,Garage,,Sold,,,,,998000,2016-05-27,1360000,http://www.redfin.com/CA/San-Francisco/2443-22nd-Ave-94116/home/1072622,San Francisco Association of Realtors (SFARMLS),444567,Sotheby's International Realty,N,Y,37.742062,-122.479176,false,916
Past Sale,Condo/Coop,436 30th St,San Francisco,CA,94131,799000,2,1,Noe Valley,765,,1910,0,,,Sold,,,,,799000,2016-06-29,900000,http://www.redfin.com/CA/San-Francisco/436-30th-St-94131/home/2037826,San Francisco Association of Realtors (SFARMLS),445424,Vanguard Properties,N,Y,37.742152,-122.429653,false,1176
Past Sale,Multi-Family (2-4 Unit),660-662 San Jose Ave,San Francisco,CA,94110,1500000,,,Noe Valley,1586,1346,1951,1,,,Sold,,,,,1500000,2016-01-13,1500000,http://www.redfin.com/CA/San-Francisco/662-San-Jose-Ave-94110/home/101731797,San Francisco Association of Realtors (SFARMLS),439294,Zephyr Real Estate,N,Y,37.7448583,-122.4225109,false,946
Past Sale,Multi-Family (2-4 Unit),660 San Jose Ave,San Francisco,CA,94110,,,2,94110,1586,,1951,,,,,,,,,,2016-01-13,1500000,http://www.redfin.com/CA/San-Francisco/660-San-Jose-Ave-94110/home/807437,,,,N,Y,37.7448741,-122.422597,,946
