SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE,price_per_sq_ft
Past Sale,Single Family Residential,227 Delta St,San Francisco,CA,94134,,3,1,94134,825,,1958,,,,,,,,,,2015-12-18,642000,http://www.redfin.com/CA/San-Francisco/227-Delta-St-94134/home/1807791,,,,N,Y,37.715407,-122.4083134,,778
Past Sale,Single Family Residential,4057 19th Ave,San Francisco,CA,94132,,,1,94132,1325,,1939,,,,,,,,,,2016-02-16,300000,http://www.redfin.com/CA/San-Francisco/4057-19th-Ave-94132/home/1850653,,,,N,Y,37.715281,-122.471114,,226
Past Sale,Single Family Residential,30 Otsego Ave,San Francisco,CA,94112,1199000,3,2,Mission Terrace,1806,3140,1924,1,Garage,,Sold,,,,,1199000,2016-02-03,1300000,http://www.redfin.com/CA/San-Francisco/30-Otsego-Ave-94112/home/697142,San Francisco Association of Realtors (SFARMLS),440642,Paragon Real Estate Group,N,Y,37.7269626,-122.439326,false,720
Past Sale,Single Family Residential,182 Gambier St,San Francisco,CA,94134,1279000,3,2.5,Portola,2225,4750,1926,1,Garage,,Sold,,,,,1279000,2016-06-10,1350000,http://www.redfin.com/CA/San-Francisco/182-Gambier-St-94134/home/1455951,San Francisco Association of Realtors (SFARMLS),445560,Paragon Real Estate Group,N,Y,37.726993,-122.422193,false,607
Past Sale,Single Family Residential,18 Esquina Dr,San Francisco,CA,94134,699000,3,1,Visitacion Valley,1113,1999,1944,1,Garage,,Sold,,,,,699000,2016-04-27,750000,http://www.redfin.com/CA/San-Francisco/18-Esquina-Dr-94134/home/1464399,San Francisco Association of Realtors (SFARMLS),442708,Vanguard Properties,N,Y,37.7098847,-122.4213312,false,674
Past Sale,Single Family Residential,54 Marston Ave,San Francisco,CA,94112,1550000,5,5,Sunnyside,2500,2813,1927,3,Garage,,Sold,,,,,1550000,2016-01-04,1650000,http://www.redfin.com/CA/San-Francisco/54-Marston-Ave-94112/home/1574908,San Francisco Association of Realtors (SFARMLS),439653,Century 21 Realty Alliance Fine Homes and Estates,N,Y,37.727716,-122.445802,false,660
Past Sale,Single Family Residential,55 Broadmoor Dr,San Francisco,CA,94132,,,3,94132,2114,,1950,,,,,,,,,,2016-03-23,450000,http://www.redfin.com/CA/San-Francisco/55-Broadmoor-Dr-94132/home/1615477,,,,N,Y,37.727633,-122.472947,,213
Past Sale,Single Family Residential,324 Chicago Way,San Francisco,CA,94112,899000,3,1,Crocker Amazon,1465,3231,1924,1,Garage,,Sold,,,,,899000,2016-03-09,990000,http://www.redfin.com/CA/San-Francisco/324-Chicago-Way-94112/home/2022463,San Francisco Association of Realtors (SFARMLS),439924,Vanguard Properties,N,Y,37.709611,-122.433129,false,676
Past Sale,Single Family Residential,469 Sunrise Way,San Francisco,CA,94134,499000,2,1,Visitacion Valley,1000,2360,1947,1,Garage,,Sold,,,,,499000,2016-04-14,650000,http://www.redfin.com/CA/San-Francisco/469-Sunrise-Way-94134/home/2025180,San Francisco Association of Realtors (SFARMLS),442432,Paragon Real Estate Group,N,Y,37.709791,-122.417086,false,650
Past Sale,Single Family Residential,105 Hanover St,San Francisco,CA,94112,675000,3,1,Crocker Amazon,1065,1750,1960,1,Garage,,Sold,,,,,675000,2016-04-29,715000,http://www.redfin.com/CA/San-Francisco/105-Hanover-St-94112/home/888347,San Francisco Association of Realtors (SFARMLS),443911,Century 21 Baldini Realty,N,Y,37.7097182,-122.4407526,false,671
Past Sale,Single Family Residential,211 Santos St,San Francisco,CA,94134,,2,2,94134,1808,,1953,,,,,,,,,,2016-05-31,500000,http://www.redfin.com/CA/San-Francisco/211-Santos-St-94134/home/1294253,,,,N,Y,37.709652,-122.419147,,277
Past Sale,Single Family Residential,1132 Goettingen St,San Francisco,CA,94134,699000,4,2.5,Visitacion Valley,1586,1833,1947,2,Garage,,Sold,,,,,699000,2015-12-16,850000,http://www.redfin.com/CA/San-Francisco/1132-Goettingen-St-94134/home/1456098,San Francisco Association of Realtors (SFARMLS),439497,Coldwell Banker Res. R.E. Svcs,N,Y,37.717968,-122.403125,false,536
Past Sale,Single Family Residential,56 Restani Way,San Francisco,CA,94112,,,2,94112,1540,,1954,,,,,,,,,,2015-12-18,810000,http://www.redfin.com/CA/San-Francisco/56-Restani-Way-94112/home/917332,,,,N,Y,37.718088,-122.443457,,526
Past Sale,Single Family Residential,65 Bishop St,San Francisco,CA,94134,599000,3,1,Visitacion Valley,800,2500,1900,0,,,Sold,,,,,599000,2016-01-27,675000,http://www.redfin.com/CA/San-Francisco/65-Bishop-St-94134/home/782260,San Francisco Association of Realtors (SFARMLS),440035,RE/MAX Futura,N,Y,37.718075,-122.404179,false,844
Past Sale,Single Family Residential,884 Ingerson Ave,San Francisco,CA,94124,950000,5,3,San Francisco County,1789,2495,1964,5,Garage,,Sold,,,,,,2016-02-05,850000,http://www.redfin.com/CA/San-Francisco/884-Ingerson-Ave-94124/home/745566,Bay Area Real Estate Information Services (BAREIS),21522583,Real Estate Broker Services Inc,N,Y,37.71805,-122.390617,false,475
Past Sale,Single Family Residential,667 Lakeview Ave,San Francisco,CA,94112,849000,2,3,Ingleside,1657,2500,1940,1,Garage,,Sold,,,,,799000,2016-02-19,825000,http://www.redfin.com/CA/San-Francisco/667-Lakeview-Ave-94112/home/1186460,San Francisco Association of Realtors (SFARMLS),440193,Sequoia Real Estate,N,Y,37.718029,-122.458067,false,498
Past Sale,Single Family Residential,735 Lakeview Ave,San Francisco,CA,94112,,3,1,94112,1032,,1939,,,,,,,,,,2016-02-17,532000,http://www.redfin.com/CA/San-Francisco/735-Lakeview-Ave-94112/home/826791,,,,N,Y,37.718024,-122.460332,,516
Past Sale,Single Family Residential,681 Lakeview Ave,San Francisco,CA,94112,,3,2,94112,1465,,1955,,,,,,,,,,2016-03-30,760000,http://www.redfin.com/CA/San-Francisco/681-Lakeview-Ave-94112/home/1977416,,,,N,Y,37.7180279,-122.458499,,519
Past Sale,Single Family Residential,785 Lakeview Ave,San Francisco,CA,94112,,,1,94112,1000,,1957,,,,,,,,,,2016-05-24,440000,http://www.redfin.com/CA/San-Francisco/785-Lakeview-Ave-94112/home/1704879,,,,N,Y,37.71802,-122.46206,,440
Past Sale,Single Family Residential,154 Westwood Dr,San Francisco,CA,94112,888000,3,2,Westwood Park,1200,4499,1925,2,Garage,,Sold,,,,,888000,2015-12-11,1108000,http://www.redfin.com/CA/San-Francisco/154-Westwood-Dr-94112/home/885719,San Francisco Association of Realtors (SFARMLS),438825,Zephyr Real Estate,N,Y,37.728721,-122.458881,false,923
Past Sale,Single Family Residential,1571 Van Dyke Ave,San Francisco,CA,94124,,,1,94124,1019,,1944,,,,,,,,,,2016-02-03,820000,http://www.redfin.com/CA/San-Francisco/1571-Van-Dyke-Ave-94124/home/936704,,,,N,Y,37.728648,-122.392049,,805
Past Sale,Unknown,551 Hudson Ave #202,San Francisco,CA,94124,,,,94124,,,,,,,,,,,,,2016-02-05,655500,http://www.redfin.com/CA/San-Francisco/551-Hudson-Ave-94124/unit-202/home/105306806,,,,N,Y,37.7286851,-122.368263,,
Past Sale,Unknown,551 Hudson Ave #101,San Francisco,CA,94124,,,,94124,,,,,,,,,,,,,2016-02-26,516000,http://www.redfin.com/CA/San-Francisco/551-Hudson-Ave-94124/unit-101/home/105308598,,,,N,Y,37.7286851,-122.368263,,
Past Sale,Condo/Coop,551 Hudson Ave Unit 301,San Francisco,CA,94124,,,,94124,,,,,,,,,,,,,2016-03-02,758500,http://www.redfin.com/CA/San-Francisco/551-Hudson-Ave-94124/unit-301/home/92206996,,,,N,Y,37.7286851,-122.368263,,
Past Sale,Condo/Coop,18 Colonial Way #8,San Francisco,CA,94112,829000,3,2,Mission Terrace,1570,,2003,1,,,Sold,,,,,829000,2016-06-24,965000,http://www.redfin.com/CA/San-Francisco/18-Colonial-Way-94112/unit-8/home/102820165,San Francisco Association of Realtors (SFARMLS),444917,Zephyr Real Estate,N,Y,37.7286942,-122.440585,false,615
Past Sale,Condo/Coop,5800 3rd St Unit 1401,San Francisco,CA,94124,,1,1,94124,816,,2010,,,,,,,,,,2015-12-23,585000,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1401/home/40625853,,,,N,Y,37.7252773,-122.395194,,717
Past Sale,Condo/Coop,5800 3rd St #1403,San Francisco,CA,94124,579000,1,1,Bayview,817,,2010,1,,,Sold,,,,,579000,2016-03-11,615000,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1403/home/39927222,San Francisco Association of Realtors (SFARMLS),441340,Coldwell Banker Previews Int'l,N,Y,37.7252773,-122.395194,false,753
Past Sale,Single Family Residential,223 Edinburgh St,San Francisco,CA,94112,1298000,3,5,Excelsior,2910,2500,1905,1,,,Sold,,,,,1298000,2016-04-06,1290000,http://www.redfin.com/CA/San-Francisco/223-Edinburgh-St-94112/home/1389069,San Francisco Association of Realtors (SFARMLS),441813,Century 21 Realty Alliance Fine Homes and Estates,N,Y,37.725383,-122.428521,false,443
Past Sale,Single Family Residential,43 Harrington St,San Francisco,CA,94112,,2,2,94112,1475,,1910,,,,,,,,,,2016-04-08,695000,http://www.redfin.com/CA/San-Francisco/43-Harrington-St-94112/home/1949786,,,,N,Y,37.725323,-122.435237,,471
Past Sale,Single Family Residential,47 Harrington St,San Francisco,CA,94112,1200000,4,3,Mission Terrace,2289,2495,1909,2,Garage,,Sold,,,,,1200000,2016-06-24,1320000,http://www.redfin.com/CA/San-Francisco/47-Harrington-St-94112/home/694313,San Francisco Association of Realtors (SFARMLS),445923,,N,Y,37.725394,-122.435385,false,577
Past Sale,Single Family Residential,151 Tucker Ave,San Francisco,CA,94134,,,1,94134,887,,1910,,,,,,,,,,2016-02-12,600000,http://www.redfin.com/CA/San-Francisco/151-Tucker-Ave-94134/home/784661,,,,N,Y,37.716021,-122.407083,,676
Past Sale,Single Family Residential,170 Majestic Ave,San Francisco,CA,94112,799000,3,2,Oceanview,1380,2500,1978,2,Garage,,Sold,,,,,799000,2016-02-19,888000,http://www.redfin.com/CA/San-Francisco/170-Majestic-Ave-94112/home/824696,San Francisco Association of Realtors (SFARMLS),440909,Coldwell Banker Infiniti Group,N,Y,37.716026,-122.453042,false,643
Past Sale,Single Family Residential,246 Stonecrest Dr,San Francisco,CA,94132,1985000,5,4,Lakeside,2939,4308,1958,2,,,Sold,,,,,1985000,2016-04-22,1850000,http://www.redfin.com/CA/San-Francisco/246-Stonecrest-Dr-94132/home/1736888,San Francisco Association of Realtors (SFARMLS),441811,Century 21 Realty Alliance Fine Homes and Estates,N,Y,37.726045,-122.474482,false,629
Past Sale,Multi-Family (2-4 Unit),4490-4492 Mission St,San Francisco,CA,94112,899000,3,1,Mission Terrace,3818,2495,1918,0,,,Sold,,,,,899000,2016-06-22,950000,http://www.redfin.com/CA/San-Francisco/4492-Mission-St-94112/home/104465585,San Francisco Association of Realtors (SFARMLS),444118,Coldwell Banker Res. R.E. Svcs,N,Y,37.7260199,-122.4340816,false,249
Past Sale,Single Family Residential,955 Excelsior Ave,San Francisco,CA,94112,998000,4,4,Excelsior,2134,2495,2005,1,Garage,,Sold,,,,,998000,2015-11-13,1150000,http://www.redfin.com/CA/San-Francisco/955-Excelsior-Ave-94112/home/8190978,San Francisco Association of Realtors (SFARMLS),438354,Paragon Real Estate Group,N,Y,37.722655,-122.425573,false,539
Past Sale,Single Family Residential,1057 Bowdoin St,San Francisco,CA,94134,549000,3,1,Portola,1025,3000,1952,1,Garage,,Sold,,,,,549000,2016-04-15,700000,http://www.redfin.com/CA/San-Francisco/1057-Bowdoin-St-94134/home/1414790,San Francisco Association of Realtors (SFARMLS),441316,,N,Y,37.722809,-122.408931,false,683
Past Sale,Single Family Residential,508 Dwight St,San Francisco,CA,94134,899000,4,2,Portola,2500,2642,1975,2,Garage,,Sold,,,,,899000,2016-06-17,950000,http://www.redfin.com/CA/San-Francisco/508-Dwight-St-94134/home/1688084,San Francisco Association of Realtors (SFARMLS),444603,RE/MAX Westlake of Daly City,N,Y,37.7228983,-122.4071776,false,380
Past Sale,Single Family Residential,512 Yale St,San Francisco,CA,94134,849000,2,1,Portola,1200,1750,1962,1,Garage,,Sold,,,,,849000,2016-06-22,960000,http://www.redfin.com/CA/San-Francisco/512-Yale-St-94134/home/2037611,San Francisco Association of Realtors (SFARMLS),444789,Coldwell Banker Res. R.E. Svcs,N,Y,37.722801,-122.41603,false,800
Past Sale,Single Family Residential,1015 Goettingen St,San Francisco,CA,94134,699888,2,1,Visitacion Valley,1000,1751,1954,2,Garage,,Sold,,,,,699888,2015-12-29,880000,http://www.redfin.com/CA/San-Francisco/1015-Goettingen-St-94134/home/1327906,San Francisco Association of Realtors (SFARMLS),440280,RE/MAX Gold,N,Y,37.719479,-122.4032727,false,880
Past Sale,Single Family Residential,750 Delano Ave,San Francisco,CA,94112,599000,2,1,Outer Mission,840,1680,1987,2,Garage,,Sold,,,,,599000,2016-01-28,738000,http://www.redfin.com/CA/San-Francisco/750-Delano-Ave-94112/home/967569,San Francisco Association of Realtors (SFARMLS),440184,Capital Properties,N,Y,37.719505,-122.445759,false,879
Past Sale,Single Family Residential,579 Naples St,San Francisco,CA,94112,,2,1,94112,1092,,1907,,,,,,,,,,2016-03-11,500000,http://www.redfin.com/CA/San-Francisco/579-Naples-St-94112/home/1407384,,,,N,Y,37.719517,-122.431876,,458
Past Sale,Single Family Residential,651 Geneva Ave,San Francisco,CA,94112,679000,2,1,Mission Terrace,1150,2195,1930,1,Garage,,Sold,,,,,679000,2016-03-18,765600,http://www.redfin.com/CA/San-Francisco/651-Geneva-Ave-94112/home/1274600,San Francisco Association of Realtors (SFARMLS),442089,Century 21 Baldini Realty,N,Y,37.719616,-122.444134,false,666
Past Sale,Single Family Residential,312 Stratford Dr,San Francisco,CA,94132,1055000,2,1,Lakeside,1287,4342,1941,1,,,Sold,,,,,1055000,2015-12-04,1055000,http://www.redfin.com/CA/San-Francisco/312-Stratford-Dr-94132/home/1624054,San Francisco Association of Realtors (SFARMLS),440539,Zephyr Real Estate,N,Y,37.7195589,-122.473828,false,820
Past Sale,Single Family Residential,74 Granada Ave,San Francisco,CA,94112,699000,2,1,Ingleside,,2813,1923,1,Garage,,Sold,,,,,699000,2016-06-03,820000,http://www.redfin.com/CA/San-Francisco/74-Granada-Ave-94112/home/1431721,San Francisco Association of Realtors (SFARMLS),444597,Coldwell Banker Res. R.E. Svc.,N,Y,37.719571,-122.45684,false,
Past Sale,Single Family Residential,437 Garfield St,SAN FRANCISCO,CA,94132,699000,2,1,SAN FRANCISCO,1000,781,1947,1,Garage,,Sold,,,,,699000,2016-06-14,750000,http://www.redfin.com/CA/San-Francisco/437-Garfield-St-94132/home/824339,MLSListings Inc. (MLSLI),ML81585721,"CIG, Corp.",N,Y,37.7195381,-122.4669339,false,750
Past Sale,Single Family Residential,431 Bacon St,San Francisco,CA,94134,799000,2,1,Portola,1100,2696,1926,1,Garage,,Sold,,,,,799000,2015-11-03,870000,http://www.redfin.com/CA/San-Francisco/431-Bacon-St-94134/home/1264972,San Francisco Association of Realtors (SFARMLS),439010,Coldwell Banker Res. R.E. Svcs,N,Y,37.72652,-122.407032,false,791
Past Sale,Single Family Residential,134 Naples St,San Francisco,CA,94112,,2,1,94112,1125,,1925,,,,,,,,,,2015-12-08,647500,http://www.redfin.com/CA/San-Francisco/134-Naples-St-94112/home/1397230,,,,N,Y,37.7266229,-122.427192,,576
Past Sale,Single Family Residential,525 Peru Ave,San Francisco,CA,94112,799000,2,2,Excelsior,1137,1873,1951,1,Garage,,Sold,,,,,799000,2016-04-04,1001000,http://www.redfin.com/CA/San-Francisco/525-Peru-Ave-94112/home/1835717,San Francisco Association of Realtors (SFARMLS),442689,,N,Y,37.726615,-122.4252076,false,880
Past Sale,Single Family Residential,35 Valmar Ter,San Francisco,CA,94112,849000,3,2,Excelsior,1317,2347,1959,4,Garage,,Sold,,,,,849000,2016-04-07,1125000,http://www.redfin.com/CA/San-Francisco/35-Valmar-Ter-94112/home/916040,San Francisco Association of Realtors (SFARMLS),441997,Zephyr Real Estate,N,Y,37.7266196,-122.4234726,false,854
Past Sale,Single Family Residential,70 Valmar Ter,San Francisco,CA,94112,875000,4,1.25,Excelsior,1833,2500,1908,3,Garage,,Sold,,,,,875000,2016-04-20,940000,http://www.redfin.com/CA/San-Francisco/70-Valmar-Ter-94112/home/771298,San Francisco Association of Realtors (SFARMLS),442071,Coldwell Banker,N,Y,37.726503,-122.424011,false,513
Past Sale,Single Family Residential,319 Avalon Ave,SAN FRANCISCO,CA,94112,699000,2,2,SAN FRANCISCO,1050,1346,1924,1,Garage,,Sold,,,,,699000,2016-05-11,718888,http://www.redfin.com/CA/San-Francisco/319-Avalon-Ave-94112/home/1240892,MLSListings Inc. (MLSLI),ML81578494,DCP Realty- Coastwide Real Estate Inc.,N,Y,37.7266261,-122.429609,false,685
Past Sale,Multi-Family (5+ Unit),4700 Mission St,San Francisco,CA,94112,1050000,,,Mission Terrace,3905,2042,1960,6,Garage,,Sold,,,,,1050000,2015-12-11,1200000,http://www.redfin.com/CA/San-Francisco/4700-Mission-St-94112/home/1142419,San Francisco Association of Realtors (SFARMLS),438405,"Paragon Coml. Brokerage, Inc",N,Y,37.7230606,-122.4363215,false,307
Past Sale,Single Family Residential,65 Ina Ct,San Francisco,CA,94112,699999,2,1,Excelsior,1025,2495,1951,2,Garage,,Sold,,,,,699999,2016-05-11,818000,http://www.redfin.com/CA/San-Francisco/65-Ina-Ct-94112/home/1026327,San Francisco Association of Realtors (SFARMLS),443874,,N,Y,37.72309,-122.42489,false,798
Past Sale,Single Family Residential,111 Harold Ave,San Francisco,CA,94112,599000,2,1,Ingleside,1087,1873,1947,1,Garage,,Sold,,,,,599000,2016-01-11,720000,http://www.redfin.com/CA/San-Francisco/111-Harold-Ave-94112/home/1736556,San Francisco Association of Realtors (SFARMLS),438098,Coldwell Banker,N,Y,37.720294,-122.45333,false,662
Past Sale,Single Family Residential,1119 Cayuga Ave,San Francisco,CA,94112,949000,2,1.5,Mission Terrace,1188,2448,1939,1,Garage,,Sold,,,,,799000,2015-12-04,925000,http://www.redfin.com/CA/San-Francisco/1119-Cayuga-Ave-94112/home/1863453,San Francisco Association of Realtors (SFARMLS),439142,Century 21 Realty Alliance Fine Homes and Estates,N,Y,37.72037,-122.440519,false,779
Past Sale,Single Family Residential,1014 Capitol Ave,SAN FRANCISCO,CA,94112,800000,3,2,SAN FRANCISCO,1485,2495,1921,2,Garage,,Sold,,,,,800000,2016-03-23,800000,http://www.redfin.com/CA/San-Francisco/1014-Capitol-Ave-94112/home/820954,MLSListings Inc. (MLSLI),ML81545394,Intero Real Estate Services,N,Y,37.720348,-122.458905,false,539
Past Sale,Single Family Residential,1090 Ingerson Ave,San Francisco,CA,94124,,2,3,94124,2057,,2003,,,,,,,,,,2016-04-04,64000,http://www.redfin.com/CA/San-Francisco/1090-Ingerson-Ave-94124/home/12396638,,,,N,Y,37.720247,-122.394488,,31
Past Sale,Single Family Residential,16 Orizaba Ave,San Francisco,CA,94112,1250000,6,6,Ingleside Heights,4136,2495,2010,1,Garage,,Sold,,,,2015-10-06,1099000,2015-12-09,1300000,http://www.redfin.com/CA/San-Francisco/16-Orizaba-Ave-94112/home/28939512,San Francisco Association of Realtors (SFARMLS),435295,Century 21 Realty Alliance Fine Homes and Estates,N,Y,37.709894,-122.46228,false,314
Past Sale,Single Family Residential,150 De Long St,San Francisco,CA,94112,495000,2,1,Outer Mission,800,2500,1944,1,Garage,,Sold,,,,,495000,2016-06-22,545000,http://www.redfin.com/CA/San-Francisco/150-De-Long-St-94112/home/834220,San Francisco Association of Realtors (SFARMLS),445016,McGuire Real Estate,N,Y,37.709865,-122.461632,false,681
Past Sale,Single Family Residential,57 Moneta Way,San Francisco,CA,94112,849900,4,1,Outer Mission,1325,2339,1929,2,,,Sold,,,,,849900,2016-01-26,860000,http://www.redfin.com/CA/San-Francisco/57-Moneta-Way-94112/home/1266195,San Francisco Association of Realtors (SFARMLS),438548,Maxim Properties,N,Y,37.7129353,-122.4494232,false,649
Past Sale,Single Family Residential,275 Summit Way,San Francisco,CA,94132,1459000,3,2.5,Stonestown,2001,,2015,3,Garage,,Sold,,,,,1459000,2016-05-17,1573959,http://www.redfin.com/CA/San-Francisco/275-Summit-Way-94132/home/89429769,San Francisco Association of Realtors (SFARMLS),435614,Polaris Pacific,N,Y,37.713058,-122.46743,false,787
Past Sale,Vacant Land,122 Arch St,San Francisco,CA,94132,249950,,,Ingelside Height,,2064,,1,Garage,,Sold,,,,,249950,2016-06-21,260000,http://www.redfin.com/CA/San-Francisco/122-Arch-St-94132/home/35616671,East Bay Regional Data (EBRD),40726472,Re/Max Active Realty,N,Y,37.7129345,-122.4668765,false,
Past Sale,Single Family Residential,321 Ellington Ave,San Francisco,CA,94112,819000,3,1.5,Outer Mission,1560,3197,1951,2,Garage,,Sold,,,,,819000,2016-03-03,982000,http://www.redfin.com/CA/San-Francisco/321-Ellington-Ave-94112/home/1850638,San Francisco Association of Realtors (SFARMLS),441264,Legion Properties Brkg. Co.,N,Y,37.71279,-122.445557,false,629
Past Sale,Single Family Residential,279 Broad St,San Francisco,CA,94112,988000,4,3,Oceanview,2225,3384,1930,1,Garage,,Sold,,,,,988000,2016-04-08,1050000,http://www.redfin.com/CA/San-Francisco/279-Broad-St-94112/home/1736812,San Francisco Association of Realtors (SFARMLS),442553,Sequoia Real Estate,N,Y,37.7128749,-122.461784,false,472
Past Sale,Single Family Residential,118 Arch St,San Francisco,CA,94132,549950,2,1,Ingelside,668,2931,1939,2,Garage,,Sold,,,,,549950,2016-06-21,550000,http://www.redfin.com/CA/San-Francisco/118-Arch-St-94132/home/831557,East Bay Regional Data (EBRD),40726476,Re/Max Active Realty,N,Y,37.712905,-122.466752,false,823
Past Sale,Condo/Coop,5900 3rd St #2219,San Francisco,CA,94124,679000,2,2,Bayview,1011,,2010,1,,,Sold,,,,,679000,2015-11-20,680000,http://www.redfin.com/CA/San-Francisco/5900-3rd-St-94124/unit-2219/home/40629206,San Francisco Association of Realtors (SFARMLS),438324,Paragon Real Estate Group,N,Y,37.7244654,-122.3948642,false,673
Past Sale,Multi-Family (2-4 Unit),285 London St,San Francisco,CA,94112,1495000,5,3,Excelsior,3052,2500,1971,3,Garage,,Sold,,,,,1495000,2016-06-03,1600000,http://www.redfin.com/CA/San-Francisco/285-London-St-94112/unit-3/home/1784840,San Francisco Association of Realtors (SFARMLS),445521,Paragon Real Estate Group,N,Y,37.7244512,-122.4337358,false,524
Past Sale,Multi-Family (2-4 Unit),244 Paris St,San Francisco,CA,94112,,,2,94112,2000,,1910,,,,,,,,,,2016-04-26,400000,http://www.redfin.com/CA/San-Francisco/244-Paris-St-94112/home/2014486,,,,N,Y,37.724684,-122.433005,,200
Past Sale,Townhouse,5900 3rd St #2215,San Francisco,CA,94124,895000,3,3,Bayview,1638,,2010,1,,,Sold,,,,,895000,2016-05-06,895000,http://www.redfin.com/CA/San-Francisco/5900-3rd-St-94124/unit-2215/home/40629202,San Francisco Association of Realtors (SFARMLS),443093,Vanguard Properties,N,Y,37.7244654,-122.3948642,false,546
Past Sale,Single Family Residential,439 Oxford St,San Francisco,CA,94134,,2,1,94134,1340,,1955,,,,,,,,,,2016-05-10,940000,http://www.redfin.com/CA/San-Francisco/439-Oxford-St-94134/home/1065241,,,,N,Y,37.72454,-122.418386,,701
Past Sale,Single Family Residential,246 Vienna St,San Francisco,CA,94112,669000,3,1,Excelsior,1125,2500,1924,1,Garage,,Sold,,,,,669000,2016-05-13,890000,http://www.redfin.com/CA/San-Francisco/246-Vienna-St-94112/home/1095134,San Francisco Association of Realtors (SFARMLS),443743,Pacific Union International Inc.,N,Y,37.724506,-122.427692,false,791
Past Sale,Single Family Residential,35 La Grande,San Francisco,CA,94112,1795000,4,3.5,Excelsior,2750,,2016,1,Garage,,Sold,,,,,1795000,2016-05-24,1700000,http://www.redfin.com/CA/San-Francisco/35-La-Grande-Ave-94112/home/21838572,San Francisco Association of Realtors (SFARMLS),443465,Keller Williams San Francisco,N,Y,37.7246753,-122.4237286,false,618
Past Sale,Condo/Coop,5900 3rd St #2423,San Francisco,CA,94124,799000,3,2,Bayview,1323,,2010,1,,,Sold,,,,,799000,2016-06-20,850000,http://www.redfin.com/CA/San-Francisco/5900-3rd-St-94124/unit-2423/home/40629228,San Francisco Association of Realtors (SFARMLS),443774,Zephyr Real Estate,N,Y,37.7244654,-122.3948642,false,642
Past Sale,Single Family Residential,332 Gambier St,San Francisco,CA,94134,899000,3,1,Portola,1435,3000,1910,1,Garage,,Sold,,,,2015-10-20,999000,2015-12-07,950000,http://www.redfin.com/CA/San-Francisco/332-Gambier-St-94134/home/2001344,San Francisco Association of Realtors (SFARMLS),437735,RE/MAX Westlake of Daly City,N,Y,37.725142,-122.421469,false,662
Past Sale,Single Family Residential,430 Capistrano Ave,San Francisco,CA,94112,929000,2,1,Mission Terrace,1200,3136,1924,2,Garage,,Sold,,,,,929000,2016-02-17,1050000,http://www.redfin.com/CA/San-Francisco/430-Capistrano-Ave-94112/home/1272012,San Francisco Association of Realtors (SFARMLS),440966,Zephyr Real Estate,N,Y,37.7251983,-122.4392714,false,875
Past Sale,Single Family Residential,748 Junipero Serra Blvd,San Francisco,CA,94127,1100000,3,2,Lakeside,1964,4242,1941,1,Garage,,Sold,,,,,1100000,2016-03-15,1400000,http://www.redfin.com/CA/San-Francisco/748-Junipero-Serra-Blvd-94127/home/2032581,San Francisco Association of Realtors (SFARMLS),441250,Alain Pinel Realtors,N,Y,37.725164,-122.47277,false,713
Past Sale,Single Family Residential,626 Faxon Ave,San Francisco,CA,94112,699000,2,1,Westwood Park,,3288,1923,2,,,Sold,,,,,699000,2016-03-18,960000,http://www.redfin.com/CA/San-Francisco/626-Faxon-Ave-94112/home/698521,San Francisco Association of Realtors (SFARMLS),441828,Zephyr Real Estate,N,Y,37.72518,-122.459631,false,
Past Sale,Single Family Residential,719 Avalon Ave,San Francisco,CA,94112,849000,3,2,Excelsior,1395,2500,1938,1,Garage,,Sold,,,,,849000,2016-05-25,1050000,http://www.redfin.com/CA/San-Francisco/719-Avalon-Ave-94112/home/776622,San Francisco Association of Realtors (SFARMLS),443939,Zephyr Real Estate,N,Y,37.725159,-122.426376,false,753
Past Sale,Single Family Residential,34 Entrada Ct,San Francisco,CA,94127,1398000,4,2,Ingleside Terrace,2350,7357,1923,1,Garage,,Sold,,,,,1398000,2016-06-17,1600000,http://www.redfin.com/CA/San-Francisco/34-Entrada-Ct-94127/home/812329,San Francisco Association of Realtors (SFARMLS),445228,Barbagelata Real Estate,N,Y,37.725173,-122.468709,false,681
Past Sale,Condo/Coop,8400 Oceanview Ter #218,San Francisco,CA,94132,498000,1,1,Ingleside Heights,669,,2002,1,,,Sold,,,,,498000,2015-12-21,542000,http://www.redfin.com/CA/San-Francisco/8400-Ocean-View-Ter-94132/unit-218/home/1513545,San Francisco Association of Realtors (SFARMLS),437024,Coldwell Banker Res. R.E. Svcs,N,Y,37.7097571,-122.4683035,false,810
